Timestamp,Sensor_ID,Pressure (bar),Flow Rate (L/s),Temperature (°C),Leak Status,Burst Status,Risk_Level
04-01-2024 04:55,S005,4.226584069,200.536078002,26.294329126,1,0,High
04-01-2024 05:00,S005,3.27951701,164.135331131,21.703700337,1,0,Low
04-01-2024 05:05,S005,3.440301268,61.983140162,13.850669233,1,0,Low
04-01-2024 05:10,S001,3.548024325,217.186583889,20.831329163,0,1,Low
04-01-2024 05:15,S005,4.0020611,163.676457778,15.273329808,1,1,Medium
04-01-2024 05:20,S005,2.912706998,126.691851036,16.026610947,1,0,Low
04-01-2024 05:25,S002,2.097004618,114.948195706,10.568762522,0,0,Low
04-01-2024 05:30,S010,3.105043813,63.366231856,16.899444663,1,0,Low
04-01-2024 05:35,S002,3.133582683,208.92857876,14.613535303,0,0,Low
04-01-2024 05:40,S001,2.012999731,92.297177467,22.345766507,1,1,Low
04-01-2024 05:45,S001,3.587368308,71.002361107,10.319749229,1,1,Medium
04-01-2024 05:50,S005,2.839153019,138.43512282,29.946138813,0,0,Medium
04-01-2024 05:55,S005,2.320251379,206.553365245,24.854672693,1,0,Low
04-01-2024 06:00,S001,2.858033461,125.285533429,23.636604509,1,1,Low
04-01-2024 06:05,S004,3.973592408,211.381714529,21.464703018,0,0,Low
04-01-2024 06:10,S002,3.362329819,122.281766504,15.055772783,1,1,Low
04-01-2024 06:15,S005,2.710856319,55.655764462,27.876146451,0,0,Low
04-01-2024 06:20,S009,3.505570989,111.030683654,12.372082226,1,0,Medium
04-01-2024 06:25,S007,3.472095485,67.376314417,15.710442383,0,1,Low
04-01-2024 06:30,S003,3.483209223,183.811840512,21.360847091,1,1,Low
04-01-2024 06:35,S006,4.073420692,160.278771639,18.501940804,1,1,Medium
04-01-2024 06:40,S006,4.183475666,214.548101623,23.863464972,0,0,Low
04-01-2024 06:45,S009,2.908225333,155.888929592,14.323938594,0,0,Low
04-01-2024 06:50,S003,2.393348622,98.167169301,21.374475804,1,1,Low
04-01-2024 06:55,S002,3.99377272,210.069152838,17.962194757,1,0,Medium
04-01-2024 07:00,S005,3.273546817,132.858408098,26.062373689,0,0,Low
04-01-2024 07:05,S003,3.943676112,129.949541279,19.179268654,1,1,Medium
04-01-2024 07:10,S010,2.417493952,95.683996519,15.466047094,1,1,Low
04-01-2024 07:15,S008,2.383991925,128.404875276,10.637131544,0,0,Low
04-01-2024 07:20,S008,3.683552342,163.768699668,27.879254623,0,0,Low
04-01-2024 07:25,S001,3.839731381,76.197788213,25.449291721,1,1,Medium
04-01-2024 07:30,S005,4.315033269,169.085271695,10.746652044,1,0,Medium
04-01-2024 07:35,S009,3.369414215,107.461446143,12.543271396,0,1,Low
04-01-2024 07:40,S003,2.187383844,78.366941537,16.401161286,0,1,Low
04-01-2024 07:45,S002,2.391293375,210.068777094,20.301821534,0,0,Low
04-01-2024 07:50,S006,3.347792103,56.913587521,23.994743683,1,0,Low
04-01-2024 07:55,S002,3.98415663,170.490945551,24.437997163,0,0,Low
04-01-2024 08:00,S001,4.454434097,117.375017453,14.57035621,0,1,Low
04-01-2024 08:05,S005,2.342764305,164.895321326,29.941140187,1,1,Medium
04-01-2024 08:10,S007,3.100092765,88.380967732,28.461110542,1,0,Medium
04-01-2024 08:15,S002,3.752944948,91.656924017,17.156594308,0,0,Low
04-01-2024 08:20,S007,3.002900324,67.590588526,18.530562276,0,0,Low
04-01-2024 08:25,S010,3.9701408,134.058772195,10.656873643,0,0,Low
04-01-2024 08:30,S010,3.280005954,143.903541813,24.392942072,1,0,Low
04-01-2024 08:35,S003,2.168782249,200.156474047,19.677116859,0,0,Low
04-01-2024 08:40,S003,3.766500233,185.421410413,13.198694845,1,0,Medium
04-01-2024 08:45,S008,2.46840271,78.991215544,18.295029853,1,0,Low
04-01-2024 08:50,S007,4.261558194,192.947951181,25.032411561,1,1,High
04-01-2024 08:55,S005,3.532811343,218.14080989,28.694045085,0,0,Medium
04-01-2024 09:00,S002,3.736759819,56.813675944,21.809335634,1,1,Medium
04-01-2024 09:05,S010,4.483711358,81.048260926,27.051083651,1,1,Medium
04-01-2024 09:10,S003,3.239729623,136.206170923,12.296310734,0,0,Low
04-01-2024 09:15,S002,3.732714363,62.474837988,13.899180363,1,1,Medium
04-01-2024 09:20,S009,2.43466151,156.115822191,20.29540482,0,1,Low
04-01-2024 09:25,S001,3.776472517,150.448777802,14.565857812,0,1,Low
04-01-2024 09:30,S009,2.072773602,84.269577572,13.170168361,1,1,Low
04-01-2024 09:35,S008,2.833923974,77.8083035,27.352173067,0,0,Low
04-01-2024 09:40,S007,4.183273442,195.002239898,21.069410723,1,0,Medium
04-01-2024 09:45,S006,3.737095317,186.530031759,16.110082609,1,0,Medium
04-01-2024 09:50,S008,3.47011801,87.315182295,28.207568327,0,0,Medium
04-01-2024 09:55,S004,2.92789585,62.618815064,27.212416887,1,0,Low
04-01-2024 10:00,S004,2.302813989,65.975841541,24.917061271,0,1,Low
04-01-2024 10:05,S006,4.129833179,219.042897648,10.132583465,0,1,Low
04-01-2024 10:10,S010,2.827631621,194.002449971,19.248831337,0,1,Low
04-01-2024 10:15,S005,4.369436817,162.363197693,13.150306271,0,0,Low
04-01-2024 10:20,S010,2.210020325,180.839842628,12.309018156,0,1,Low
04-01-2024 10:25,S003,2.021436762,63.930527403,18.557996005,0,0,Low
04-01-2024 10:30,S001,3.950960263,181.866003038,12.676596106,0,0,Low
04-01-2024 10:35,S004,2.275380453,211.064279147,27.644715664,1,1,Low
04-01-2024 10:40,S005,3.025786633,73.345450969,14.31902776,1,1,Low
04-01-2024 10:45,S004,2.042332341,136.334638968,15.4948649,1,0,Low
04-01-2024 10:50,S002,3.884219488,180.302421828,24.860884514,0,0,Low
04-01-2024 10:55,S010,2.573440271,147.953808266,26.612347735,1,0,Low
04-01-2024 11:00,S003,3.834669991,63.257503365,12.744139917,0,0,Low
04-01-2024 11:05,S007,3.218572909,170.957765855,23.042366768,1,0,Low
04-01-2024 11:10,S002,2.260468835,149.929214304,12.05182693,1,0,Low
04-01-2024 11:15,S005,2.127195326,182.034800199,22.573882509,1,0,Low
04-01-2024 11:20,S007,3.748127063,144.611585356,23.195766278,1,0,Medium
04-01-2024 11:25,S010,2.161195207,181.756412489,19.8791837,0,0,Low
04-01-2024 11:30,S002,2.52040625,161.087949951,19.565769884,0,1,Low
04-01-2024 11:35,S008,2.926208666,135.613569177,20.143813508,0,0,Low
04-01-2024 11:40,S010,3.51908118,194.913636551,15.158308604,0,1,Low
04-01-2024 11:45,S008,3.513606234,216.726096055,16.193722711,1,1,Medium
04-01-2024 11:50,S003,2.436152217,137.754021998,13.03099217,1,1,Low
04-01-2024 11:55,S009,2.663555863,206.012704861,29.434527339,1,0,Medium
04-01-2024 12:00,S010,2.3854902,62.43125012,12.294926785,1,0,Low
04-01-2024 12:05,S005,2.70950481,156.779839844,19.639755171,1,0,Low
04-01-2024 12:10,S002,2.733281418,67.552921735,25.779475626,0,0,Low
04-01-2024 12:15,S007,2.23584017,123.729423459,19.237673008,1,1,Low
04-01-2024 12:20,S007,3.402656793,70.459017466,12.875882677,0,0,Low
04-01-2024 12:25,S008,4.391971359,215.420513111,14.165533,1,1,High
04-01-2024 12:30,S007,2.400304364,204.002304327,21.778558911,1,0,Low
04-01-2024 12:35,S006,3.181801208,172.526635773,21.368190992,1,0,Low
04-01-2024 12:40,S005,2.172415217,147.758935788,24.661437395,1,1,Low
04-01-2024 12:45,S004,2.784742404,211.750240804,21.998816291,0,1,Low
04-01-2024 12:50,S001,3.567017045,209.714884148,22.991179067,0,0,Low
04-01-2024 12:55,S009,2.020664419,74.810852767,29.810232582,1,0,Medium
04-01-2024 13:00,S005,2.699629714,147.380630753,11.345386437,0,0,Low
04-01-2024 13:05,S007,3.304615163,193.961868754,25.206022034,1,0,Low
04-01-2024 13:10,S001,4.375976266,197.87030811,23.930697722,1,0,High
04-01-2024 13:15,S006,3.427785815,76.308759497,22.11993682,1,1,Low
04-01-2024 13:20,S002,3.849701185,164.323165698,19.259574574,1,0,Medium
04-01-2024 13:25,S001,3.211031917,156.78858766,20.834839875,0,0,Low
04-01-2024 13:30,S005,2.118828345,76.425636647,23.747099451,0,0,Low
04-01-2024 13:35,S007,2.490568052,163.002905395,18.150853524,1,0,Low
04-01-2024 13:40,S006,2.283504347,169.471612459,10.074400091,0,0,Low
04-01-2024 13:45,S006,2.776926653,90.787250425,28.881105347,0,1,Medium
04-01-2024 13:50,S010,3.070699924,121.507900038,21.1244091,1,0,Low
04-01-2024 13:55,S002,3.130217219,140.748319654,22.706225087,0,1,Low
04-01-2024 14:00,S004,3.742048777,84.459685059,15.972856277,0,0,Low
04-01-2024 14:05,S009,4.120166317,58.804035325,15.516756621,0,1,Low
04-01-2024 14:10,S008,2.82952756,75.479101081,13.28331877,0,1,Low
04-01-2024 14:15,S002,4.238727715,193.185544958,18.478107215,0,1,High
04-01-2024 14:20,S004,3.574778377,99.038674706,23.179794213,0,0,Low
04-01-2024 14:25,S008,2.969108479,69.07008012,17.942474597,0,0,Low
04-01-2024 14:30,S005,2.333321787,159.445491534,17.422794139,1,0,Low
04-01-2024 14:35,S004,2.998674913,169.551042036,11.010983222,0,0,Low
04-01-2024 14:40,S005,2.533012128,171.467563242,19.713268209,1,0,Low
04-01-2024 14:45,S010,4.47080155,158.685027612,22.885816159,0,1,Low
04-01-2024 14:50,S009,4.011150618,211.237917385,13.86080935,1,1,Medium
04-01-2024 14:55,S009,2.485463055,100.271283172,12.736277148,1,0,Low
04-01-2024 15:00,S009,2.420076535,125.986222591,14.217492631,1,0,Low
04-01-2024 15:05,S001,3.826368792,84.888707059,13.1439332,1,0,Medium
04-01-2024 15:10,S005,3.396261842,69.563007458,14.214989033,1,0,Low
04-01-2024 15:15,S002,3.313456285,160.40618365,15.865558452,1,1,Low
04-01-2024 15:20,S006,3.655419954,158.014877788,10.953943225,0,0,Low
04-01-2024 15:25,S005,2.106284752,80.571680787,18.914216371,1,1,Low
04-01-2024 15:30,S002,2.569527468,57.508588626,11.501125166,1,0,Low
04-01-2024 15:35,S010,2.299968714,192.221006968,27.788513344,1,1,Low
04-01-2024 15:40,S008,2.938998463,125.670675373,22.051827252,1,0,Low
04-01-2024 15:45,S002,3.372355114,109.288600545,15.790037277,1,1,Low
04-01-2024 15:50,S001,3.477552612,181.398821449,23.606203022,1,1,Low
04-01-2024 15:55,S001,4.078915037,112.349210304,23.412858545,1,0,Medium
04-01-2024 16:00,S001,4.197318298,149.383805083,17.810679066,1,0,Medium
04-01-2024 16:05,S008,3.226889732,156.722533792,17.261972064,0,0,Low
04-01-2024 16:10,S006,2.860818647,56.508745302,29.582216594,0,1,Medium
04-01-2024 16:15,S006,3.189145401,187.161856096,19.089258394,0,1,Low
04-01-2024 16:20,S008,3.842051658,174.840325455,19.574392291,0,1,Low
04-01-2024 16:25,S006,3.194706487,159.958596975,10.385491999,1,1,Low
04-01-2024 16:30,S010,3.453359442,145.763099694,25.837036844,0,0,Low
04-01-2024 16:35,S006,2.858408746,132.213374292,18.094760929,0,1,Low
04-01-2024 16:40,S005,3.336687338,168.278076971,21.713217823,1,0,Low
04-01-2024 16:45,S007,2.879032371,78.81935898,10.441333028,1,1,Low
04-01-2024 16:50,S005,4.452041863,149.989671211,14.631512404,1,0,Medium
04-01-2024 16:55,S004,2.853029353,56.302376018,12.287093594,0,1,Low
04-01-2024 17:00,S002,2.381387247,98.818309742,29.988174843,1,0,Medium
04-01-2024 17:05,S003,3.376670539,111.045908324,12.986047584,0,0,Low
04-01-2024 17:10,S010,2.292803949,136.174003962,29.407803815,0,1,Medium
04-01-2024 17:15,S009,2.053993468,52.527154937,16.697329063,1,1,Low
04-01-2024 17:20,S009,4.427371429,97.088651835,18.39167095,1,1,Medium
04-01-2024 17:25,S005,2.268217296,143.062539915,28.218305709,0,1,Medium
04-01-2024 17:30,S002,4.222142508,219.743753281,27.275629255,1,1,High
04-01-2024 17:35,S005,4.055987624,82.809088946,21.972272068,0,0,Low
04-01-2024 17:40,S003,3.572911778,69.45093491,28.562438399,1,1,Medium
04-01-2024 17:45,S006,3.070072362,146.055551695,11.713293374,1,0,Low
04-01-2024 17:50,S002,2.62580778,118.700125034,29.531039504,1,0,Medium
04-01-2024 17:55,S003,3.944632996,150.111330341,15.048966074,1,0,Medium
04-01-2024 18:00,S008,2.175637552,183.841874048,17.01852038,1,1,Low
04-01-2024 18:05,S002,3.859212739,86.724423145,14.622816496,1,0,Medium
04-01-2024 18:10,S005,3.093667611,105.296813122,19.083898321,0,1,Low
04-01-2024 18:15,S002,3.142230929,203.45370976,20.039674787,0,0,Low
04-01-2024 18:20,S010,3.47978888,83.684391797,28.006013822,0,0,Medium
04-01-2024 18:25,S007,2.497514065,125.271170388,11.71108266,1,1,Low
04-01-2024 18:30,S005,2.891763661,97.50529007,21.256303664,0,1,Low
04-01-2024 18:35,S002,3.798713369,141.559714571,28.745046281,1,0,Medium
04-01-2024 18:40,S006,3.006505009,99.794444584,14.928525443,1,1,Low
04-01-2024 18:45,S008,3.71438547,103.381130534,14.306847719,0,0,Low
04-01-2024 18:50,S003,3.164191987,194.818171143,24.893667282,0,1,Low
04-01-2024 18:55,S010,4.375099664,208.240095494,26.500150263,1,0,High
04-01-2024 19:00,S007,3.322519119,83.323867518,10.538747956,0,0,Low
04-01-2024 19:05,S001,2.373435486,170.423740628,24.904795141,0,0,Low
04-01-2024 19:10,S002,3.729465436,129.152820382,12.757757818,0,0,Low
04-01-2024 19:15,S006,2.171276689,122.785963805,11.716984807,0,0,Low
04-01-2024 19:20,S010,3.976921406,214.615310026,23.101306533,1,1,Medium
04-01-2024 19:25,S005,4.137752702,123.072022141,28.20118755,1,0,Medium
04-01-2024 19:30,S003,4.349864505,192.202955604,25.706499624,0,0,High
04-01-2024 19:35,S005,3.607832994,104.037851287,12.653157419,1,0,Medium
04-01-2024 19:40,S008,3.19437084,119.328774177,10.969913794,1,0,Low
04-01-2024 19:45,S006,2.744911363,74.532772981,24.783003454,1,1,Low
04-01-2024 19:50,S008,3.142303448,161.461622977,12.578460284,0,1,Low
04-01-2024 19:55,S004,2.631546597,51.11011987,16.590133985,1,1,Low
04-01-2024 20:00,S003,2.434389614,139.51664155,20.050631427,1,0,Low
04-01-2024 20:05,S002,2.522561282,120.160812158,10.187450784,0,1,Low
04-01-2024 20:10,S001,2.97069637,150.334876403,27.754112587,1,1,Low
04-01-2024 20:15,S010,3.23180382,177.308251228,12.15701121,0,0,Low
04-01-2024 20:20,S010,2.62180685,217.289516735,11.530260561,0,0,Low
04-01-2024 20:25,S003,3.850986704,166.516056693,24.185356415,1,0,Medium
04-01-2024 20:30,S005,2.41932543,126.838225811,16.422827208,1,0,Low
04-01-2024 20:35,S003,2.729662858,50.79688154,26.085437711,1,1,Low
04-01-2024 20:40,S001,3.776884841,192.543012652,25.757167606,1,0,Medium
04-01-2024 20:45,S001,3.986607445,121.199092764,13.329047956,1,0,Medium
04-01-2024 20:50,S002,2.808950281,165.18895037,28.01003349,0,0,Medium
04-01-2024 20:55,S002,3.606359601,176.635813213,24.081056568,1,1,Medium
04-01-2024 21:00,S005,4.310157875,154.36953509,19.833571544,1,0,Medium
04-01-2024 21:05,S001,3.234952,198.58868168,23.481856841,0,1,Low
04-01-2024 21:10,S009,4.286387902,133.676516572,11.015634963,0,1,Low
04-01-2024 21:15,S009,2.686719192,100.810165849,21.194953725,0,0,Low
04-01-2024 21:20,S008,3.654590823,137.34823793,10.467704086,0,1,Low
04-01-2024 21:25,S005,3.939455658,80.669649235,27.30781515,0,0,Low
04-01-2024 21:30,S008,2.347904523,69.283621129,14.601186673,1,1,Low
04-01-2024 21:35,S002,2.888696724,76.400135836,25.876961785,1,1,Low
04-01-2024 21:40,S008,3.442890336,75.39023015,14.151433278,1,1,Low
04-01-2024 21:45,S003,2.500174704,184.951957075,16.124619336,0,1,Low
04-01-2024 21:50,S006,2.105613822,165.96392962,20.47383873,0,1,Low
04-01-2024 21:55,S002,2.894249693,101.486032348,10.533950711,0,1,Low
04-01-2024 22:00,S001,3.013239548,168.913747276,11.951914101,1,0,Low
04-01-2024 22:05,S002,3.454889292,177.971256904,15.597256476,0,0,Low
04-01-2024 22:10,S002,3.781016565,172.492372833,18.57249412,1,0,Medium
04-01-2024 22:15,S001,2.257018315,113.458112292,28.989259566,0,0,Medium
04-01-2024 22:20,S007,2.034288314,178.97193217,23.950978516,0,0,Low
04-01-2024 22:25,S008,2.44629255,109.177082295,22.379906008,1,0,Low
04-01-2024 22:30,S010,3.274044992,84.055207155,14.157678418,0,0,Low
04-01-2024 22:35,S005,4.087804949,135.096178147,16.89983664,1,1,Medium
04-01-2024 22:40,S010,2.157228213,106.577008617,28.536896659,1,0,Medium
04-01-2024 22:45,S004,4.415571872,188.825129445,25.49060039,1,1,High
04-01-2024 22:50,S006,2.458456713,143.081552725,18.650107484,1,0,Low
04-01-2024 22:55,S001,3.112745027,65.772336807,24.446609301,0,0,Low
04-01-2024 23:00,S005,2.681677956,164.727162765,24.771869743,0,0,Low
04-01-2024 23:05,S005,2.62009612,115.802798139,14.712725818,1,0,Low
04-01-2024 23:10,S006,3.886123429,213.502275593,25.014966684,1,0,Medium
04-01-2024 23:15,S004,3.027224401,176.819739905,27.940040545,1,1,Low
04-01-2024 23:20,S001,3.334498453,128.064561134,11.555339011,1,0,Low
04-01-2024 23:25,S008,3.943450475,135.826126875,23.256236406,1,0,Medium
04-01-2024 23:30,S005,4.385679965,128.556102535,18.308067806,1,0,Medium
04-01-2024 23:35,S007,2.09543839,177.241136584,25.568701439,1,1,Low
04-01-2024 23:40,S008,4.068952666,210.13899917,23.228830431,1,0,Medium
04-01-2024 23:45,S002,2.965800051,54.975256089,14.603626568,1,1,Low
04-01-2024 23:50,S002,3.201345057,113.153865775,20.745672429,1,0,Low
04-01-2024 23:55,S001,2.576282026,212.524249274,22.723391213,1,0,Low
05-01-2024 00:00,S001,4.248614098,202.067076025,22.354689875,1,0,High
05-01-2024 00:05,S009,3.007868287,132.862017644,17.072559512,0,1,Low
05-01-2024 00:10,S010,3.391158381,181.420668044,24.686635407,1,0,Low
05-01-2024 00:15,S009,4.112461733,147.831539376,29.575687109,0,0,Medium
05-01-2024 00:20,S007,2.886035169,97.666272538,22.411540467,1,0,Low
05-01-2024 00:25,S001,2.061560812,104.664784978,10.311332021,0,0,Low
05-01-2024 00:30,S010,3.910589697,184.152912023,29.324216441,1,0,Medium
05-01-2024 00:35,S004,3.558859183,132.249762984,29.238137754,0,1,Medium
05-01-2024 00:40,S008,3.031243309,128.480718564,23.088146566,1,1,Low
05-01-2024 00:45,S006,2.970854174,113.736323781,20.810759159,1,0,Low
05-01-2024 00:50,S009,2.107160113,103.471569077,28.924269042,0,1,Medium
05-01-2024 00:55,S004,3.901151888,149.762816433,13.17085932,0,0,Low
05-01-2024 01:00,S003,4.171527724,151.157210536,16.236064682,1,1,Medium
05-01-2024 01:05,S008,3.793450772,151.423835767,24.347267916,1,0,Medium
05-01-2024 01:10,S009,2.833043901,87.440126738,23.191272499,0,0,Low
05-01-2024 01:15,S001,2.246745268,55.379234171,22.900066452,1,1,Low
05-01-2024 01:20,S003,3.735841296,169.422879435,12.885248933,1,0,Medium
05-01-2024 01:25,S007,2.373814888,169.181443291,28.847010776,0,0,Medium
05-01-2024 01:30,S005,2.552967158,196.70674138,27.991712908,1,1,Low
05-01-2024 01:35,S008,4.175641549,193.983735079,27.368197312,0,1,Low
05-01-2024 01:40,S008,2.570267472,83.523885049,23.957219946,0,1,Low
05-01-2024 01:45,S008,3.002365123,176.924940809,29.398447786,1,0,Medium
05-01-2024 01:50,S007,3.056764458,97.099687417,26.431412038,1,1,Low
05-01-2024 01:55,S007,2.671253799,150.889188463,27.717766002,0,0,Low
05-01-2024 02:00,S001,4.095147708,180.618531856,18.049798329,0,1,Low
05-01-2024 02:05,S007,3.507279217,118.432670517,18.197056448,0,1,Low
05-01-2024 02:10,S004,4.059689973,217.036750633,25.215859842,0,1,Low
05-01-2024 02:15,S004,2.52988716,147.977570284,12.532805164,1,1,Low
05-01-2024 02:20,S003,2.498456274,66.734823321,15.998381986,1,0,Low
05-01-2024 02:25,S007,3.152286185,124.22362066,27.591621181,1,1,Low
05-01-2024 02:30,S003,2.829664248,106.248637575,29.637735136,1,0,Medium
05-01-2024 02:35,S008,2.901713443,131.889232531,10.401599685,0,0,Low
05-01-2024 02:40,S007,2.952956572,76.551042157,22.962464886,1,1,Low
05-01-2024 02:45,S004,3.703690362,217.87031833,28.238165748,1,0,Medium
05-01-2024 02:50,S010,2.439368934,197.784568666,22.475260274,1,1,Low
05-01-2024 02:55,S001,3.300514687,75.057432845,15.110308339,0,1,Low
05-01-2024 03:00,S006,4.374398338,213.45482565,10.211104419,1,0,High
05-01-2024 03:05,S005,4.006683983,193.685558505,16.806871252,1,1,Medium
05-01-2024 03:10,S006,3.024252773,142.396976704,26.574149517,0,1,Low
05-01-2024 03:15,S009,2.398361027,53.644064124,10.502496408,1,1,Low
05-01-2024 03:20,S002,2.17394826,145.942802748,29.734067546,1,1,Medium
05-01-2024 03:25,S006,2.872135938,189.132304916,28.916144288,1,1,Medium
05-01-2024 03:30,S001,3.822447556,119.039745422,21.783734234,1,0,Medium
05-01-2024 03:35,S004,3.057948603,104.203305877,21.13169636,0,0,Low
05-01-2024 03:40,S003,2.729030328,88.542831909,16.462091817,1,1,Low
05-01-2024 03:45,S003,2.413363338,116.450441486,14.747612572,0,1,Low
05-01-2024 03:50,S006,3.535289807,138.982469209,28.191352939,0,1,Medium
05-01-2024 03:55,S001,3.898383394,215.30558092,23.631707173,0,1,Low
05-01-2024 04:00,S008,2.650674425,158.169905456,10.471559403,1,0,Low
05-01-2024 04:05,S006,2.696194343,101.642767784,13.039204009,1,0,Low
05-01-2024 04:10,S001,3.80777853,192.738513901,17.08236704,0,1,Low
05-01-2024 04:15,S003,2.493390921,183.730008097,19.380395828,1,0,Low
05-01-2024 04:20,S001,3.417710908,186.128457484,17.81344088,0,0,Low
05-01-2024 04:25,S002,3.716708306,63.055506159,24.181909396,1,0,Medium
05-01-2024 04:30,S004,2.528079478,150.677995574,20.617745811,1,1,Low
05-01-2024 04:35,S010,3.349427233,74.564440587,23.913173615,0,0,Low
05-01-2024 04:40,S008,3.48324455,90.430615079,28.382236988,0,0,Medium
05-01-2024 04:45,S004,4.388870497,106.329972718,21.922981183,1,1,Medium
05-01-2024 04:50,S008,2.721364252,91.833314899,27.027579395,0,0,Low
05-01-2024 04:55,S008,3.229424063,81.954442413,11.281634085,0,0,Low
05-01-2024 05:00,S005,2.338791443,56.57597654,17.902376715,0,1,Low
05-01-2024 05:05,S005,3.793881153,125.619458473,14.934608302,0,1,Low
05-01-2024 05:10,S002,3.911459796,53.779625635,16.95691315,0,1,Low
05-01-2024 05:15,S004,3.220345363,75.967978876,10.985275723,0,1,Low
05-01-2024 05:20,S010,3.664892489,108.768865638,26.149753473,1,0,Medium
05-01-2024 05:25,S006,4.001904612,121.128162022,22.570002218,1,1,Medium
05-01-2024 05:30,S005,3.950672111,203.314633733,18.118538696,1,1,Medium
05-01-2024 05:35,S003,3.646783534,53.860230845,13.740323632,1,0,Medium
05-01-2024 05:40,S009,2.076488497,135.841378699,27.434069618,1,1,Low
05-01-2024 05:45,S006,2.277906111,80.104456879,13.533929753,0,0,Low
05-01-2024 05:50,S001,3.126249402,86.822702695,14.802219909,0,0,Low
05-01-2024 05:55,S001,4.323921203,186.92556291,21.534841487,0,0,High
05-01-2024 06:00,S010,2.39641068,77.877056409,13.100511395,1,0,Low
05-01-2024 06:05,S008,4.148373932,211.384602142,25.259510374,1,1,Medium
05-01-2024 06:10,S008,2.662056949,160.502902945,19.697438691,1,0,Low
05-01-2024 06:15,S004,3.286801839,200.933382016,26.237215652,1,0,Low
05-01-2024 06:20,S003,3.706305284,91.1537094,14.200512066,1,0,Medium
05-01-2024 06:25,S001,2.892783582,102.00856243,19.362411646,1,0,Low
05-01-2024 06:30,S001,4.088537298,74.295081196,10.906419226,1,1,Medium
05-01-2024 06:35,S010,2.037878774,190.864612479,19.312580701,1,1,Low
05-01-2024 06:40,S005,3.901936586,134.499136388,28.782143599,0,0,Medium
05-01-2024 06:45,S009,3.221442774,212.580868164,25.630129832,0,0,Low
05-01-2024 06:50,S003,2.224014473,199.688917121,11.469620776,1,1,Low
05-01-2024 06:55,S006,2.522154745,169.539368836,13.401958034,0,0,Low
05-01-2024 07:00,S008,2.781861853,61.047058898,11.4276155,1,1,Low
05-01-2024 07:05,S010,2.595589044,119.373840957,20.477020409,0,0,Low
05-01-2024 07:10,S004,3.891284933,154.639287349,15.139842942,0,0,Low
05-01-2024 07:15,S003,2.009886073,131.695562997,23.826658409,1,1,Low
05-01-2024 07:20,S008,4.299245447,115.572095217,25.221214588,1,0,Medium
05-01-2024 07:25,S005,4.040932225,187.83798706,16.414663318,0,0,Low
05-01-2024 07:30,S010,2.650201578,120.595662433,26.186744911,1,0,Low
05-01-2024 07:35,S003,2.656947862,122.6640959,15.371583092,1,1,Low
05-01-2024 07:40,S001,3.729697171,124.245397818,10.870622597,1,1,Medium
05-01-2024 07:45,S005,2.385004629,202.568931747,21.614957948,0,1,Low
05-01-2024 07:50,S007,4.416076805,137.281238823,11.406841429,0,1,Low
05-01-2024 07:55,S004,4.39750157,131.68743803,10.918240525,1,0,Medium
05-01-2024 08:00,S010,3.414460919,158.835749059,27.12934471,0,0,Low
05-01-2024 08:05,S004,3.952161861,72.415401062,27.984348471,0,0,Low
05-01-2024 08:10,S004,2.901484964,81.093730994,21.57671677,0,1,Low
05-01-2024 08:15,S008,3.968468452,83.140574779,19.052030064,0,1,Low
05-01-2024 08:20,S009,2.199997783,117.146039559,18.602801297,1,1,Low
05-01-2024 08:25,S006,2.935525622,163.104930233,10.755519679,0,0,Low
05-01-2024 08:30,S010,3.223250621,84.896301937,24.979192848,1,0,Low
05-01-2024 08:35,S001,3.06656984,136.512202185,11.455031552,0,0,Low
05-01-2024 08:40,S004,4.423054134,162.814603461,20.717800155,0,0,Low
05-01-2024 08:45,S009,3.813087921,171.464503106,29.661502575,0,1,Medium
05-01-2024 08:50,S008,2.56697568,74.411227004,15.065520477,1,0,Low
05-01-2024 08:55,S010,4.388524284,194.051117416,13.727042253,0,1,High
05-01-2024 09:00,S010,3.078401609,202.957942672,29.184434697,0,0,Medium
05-01-2024 09:05,S006,3.65520264,87.773720352,23.614777387,1,0,Medium
05-01-2024 09:10,S005,4.059606353,151.583730339,22.268953848,1,1,Medium
05-01-2024 09:15,S001,4.232555181,157.661337279,25.509186009,0,1,Low
05-01-2024 09:20,S006,2.233137048,87.610444922,10.730839765,0,1,Low
05-01-2024 09:25,S001,2.415664766,78.111285611,10.934171081,0,0,Low
05-01-2024 09:30,S004,3.019331864,217.078153591,15.194170023,0,0,Low
05-01-2024 09:35,S002,4.433706371,98.03889934,26.951516375,1,0,Medium
05-01-2024 09:40,S005,2.093179468,141.217221188,27.010429655,1,1,Low
05-01-2024 09:45,S004,3.154418463,115.017169811,22.113624596,1,1,Low
05-01-2024 09:50,S006,3.459273446,192.383793568,12.997845167,1,1,Low
05-01-2024 09:55,S002,3.358886855,111.776952406,10.252921932,1,0,Low
05-01-2024 10:00,S002,3.04074603,140.185943876,29.159439741,1,1,Medium
05-01-2024 10:05,S002,4.107040664,188.947147783,15.165901515,0,1,Low
05-01-2024 10:10,S009,3.78894782,164.253446517,12.398179734,1,1,Medium
05-01-2024 10:15,S008,2.996516834,93.282500869,28.220425585,1,1,Medium
05-01-2024 10:20,S003,3.726022219,156.320429233,28.614690575,0,1,Medium
05-01-2024 10:25,S004,4.208410611,73.669557877,28.344121846,0,0,Medium
